rideid,startpoint,endpoint,starttime,endtime,vehicleid,subscriptionid,startlockid,endlockid
13632,"(51.2088,4.38734)","(51.1836,4.39404)",2019-09-23 17:53:05.000000,2019-09-23 18:03:40.000000,3550,41451,2033,5644
13633,"(51.2216,4.4005)","(51.243,4.43569)",2019-09-23 17:03:25.000000,2019-09-23 17:14:17.000000,3648,58661,617,3963
13634,"(51.2047,4.39625)","(51.2033,4.3889)",2019-09-23 17:36:58.000000,2019-09-23 17:39:09.000000,1809,16781,118,3434
13635,"(51.2045,4.40477)","(51.1755,4.33861)",2019-09-23 17:19:40.000000,2019-09-23 17:40:02.000000,4003,20628,1891,7285
13636,"(51.1876,4.4351)","(51.1751,4.43013)",2019-09-23 17:27:25.000000,2019-09-23 17:32:48.000000,368,77342,5316,6995
13637,"(51.2261,4.42638)","(51.1938,4.40228)",2019-09-23 17:59:49.000000,2019-09-23 18:13:13.000000,5707,5919,6566,3192
13638,"(51.2155,4.42551)","(51.2305,4.40769)",2019-09-23 17:55:04.000000,2019-09-23 18:02:29.000000,320,35933,1052,4172
13639,"(51.228,4.40221)","(51.1705,4.39471)",2019-09-23 17:28:42.000000,2019-09-23 17:55:03.000000,1742,28247,2872,5589
13640,"(51.2215,4.40869)","(51.2158,4.40314)",2019-09-23 17:18:41.000000,2019-09-23 17:22:03.000000,5802,28944,1382,2383
13641,"(51.2313,4.421)","(51.2123,4.40364)",2019-09-23 17:49:45.000000,2019-09-23 17:56:56.000000,132,52070,3255,3157
13642,"(51.1831,4.42431)","(51.1938,4.40228)",2019-09-23 17:03:10.000000,2019-09-23 17:13:41.000000,5804,16111,5459,3195
13643,"(51.2182,4.41238)","(51.1653,4.3939)",2019-09-23 17:23:20.000000,2019-09-23 17:41:08.000000,5296,15952,50,5710
13644,"(51.2191,4.3949)","(51.1885,4.39095)",2019-09-23 17:21:46.000000,2019-09-23 17:32:26.000000,705,68540,2565,6187
13645,"(51.2305,4.40769)","(51.1831,4.42431)",2019-09-23 17:17:20.000000,2019-09-23 17:36:55.000000,320,46151,4172,5450
13646,"(51.2221,4.40467)","(51.2276,4.43921)",2019-09-23 17:26:32.000000,2019-09-23 17:36:28.000000,1570,15967,2687,268
13647,"(51.209,4.43266)","(51.2333,4.40311)",2019-09-23 17:32:17.000000,2019-09-23 17:46:02.000000,305,1718,2056,4108
13648,"(51.2123,4.40364)","(51.2141,4.39792)",2019-09-23 17:02:36.000000,2019-09-23 17:05:14.000000,1556,9031,3140,812
13649,"(51.2313,4.421)","(51.1975,4.4596)",2019-09-23 17:36:26.000000,2019-09-23 17:57:04.000000,5655,27280,3235,5055
13651,"(51.2038,4.44423)","(51.1887,4.3977)",2019-09-23 17:13:58.000000,2019-09-23 17:31:49.000000,67,58663,4918,6354
13653,"(51.2221,4.43375)","(51.1709,4.34944)",2019-09-23 17:05:37.000000,2019-09-23 17:32:44.000000,430,72170,2680,6730
13654,"(51.2281,4.40573)","(51.2545,4.44175)",2019-09-23 17:20:15.000000,2019-09-23 17:39:13.000000,3,13560,2948,7353
13655,"(51.25,4.4209)","(51.2088,4.38734)",2019-09-23 17:56:43.000000,2019-09-23 18:20:45.000000,3877,29054,3550,2022
13656,"(51.2174,4.37791)","(51.1994,4.39013)",2019-09-23 17:08:31.000000,2019-09-23 17:16:44.000000,1667,38893,6882,141
13657,"(51.2055,4.39933)","(51.1888,4.45039)",2019-09-23 17:56:03.000000,2019-09-23 18:10:23.000000,1425,19544,3418,6381
13658,"(51.2141,4.39792)","(51.2198,4.45487)",2019-09-23 17:17:41.000000,2019-09-23 17:43:28.000000,4148,39107,826,4475
13659,"(51.2036,4.41518)","(51.2104,4.38767)",2019-09-23 17:35:22.000000,2019-09-23 17:46:09.000000,2728,19119,835,107
13660,"(51.2224,4.43004)","(51.228,4.41899)",2019-09-23 17:23:41.000000,2019-09-23 17:28:14.000000,5589,36285,766,785
13661,"(51.2164,4.40598)","(51.2492,4.45468)",2019-09-23 17:26:08.000000,2019-09-23 17:46:50.000000,3598,26910,2405,3927
13662,"(51.24,4.43371)","(51.24,4.43371)",2019-09-23 17:55:34.000000,2019-09-23 17:55:34.000000,195,,6502,6502
13663,"(51.1951,4.41752)","(51.2221,4.43375)",2019-09-23 17:03:52.000000,2019-09-23 17:12:56.000000,653,59385,1651,2666
13664,"(51.2088,4.40834)","(51.1682,4.39444)",2019-09-23 17:43:39.000000,2019-09-23 17:56:23.000000,3639,61465,2051,5742
13665,"(51.2174,4.37791)","(51.2046,4.41057)",2019-09-23 17:39:30.000000,2019-09-23 17:51:53.000000,1300,31764,6861,1889
13666,"(51.2251,4.41206)","(51.2023,4.41208)",2019-09-23 17:43:02.000000,2019-09-23 17:50:36.000000,4188,66204,2747,1819
13667,"(51.2036,4.41518)","(51.2064,4.4583)",2019-09-23 17:44:40.000000,2019-09-23 18:02:41.000000,1935,66182,829,4832
13669,"(51.2088,4.38734)","(51.2299,4.41942)",2019-09-23 17:25:25.000000,2019-09-23 17:41:30.000000,3527,45184,2026,3016
13670,"(51.2158,4.40314)","(51.2219,4.41289)",2019-09-23 17:05:44.000000,2019-09-23 17:08:56.000000,1613,63137,2380,1526
13671,"(51.1709,4.34944)","(51.1709,4.34944)",2019-09-23 17:52:40.000000,2019-09-23 17:52:40.000000,1632,,6704,6704
13672,"(51.2141,4.39792)","(51.2205,4.4692)",2019-09-23 17:50:23.000000,2019-09-23 18:15:10.000000,1556,73756,812,4542
13673,"(51.2191,4.3949)","(51.2062,4.38336)",2019-09-23 17:14:21.000000,2019-09-23 17:19:12.000000,4165,73284,2557,7525
13674,"(51.2241,4.43214)","(51.2092,4.40293)",2019-09-23 17:08:53.000000,2019-09-23 17:23:23.000000,783,54703,241,2076
13675,"(51.2062,4.38336)","(51.2299,4.41942)",2019-09-23 17:45:25.000000,2019-09-23 18:01:13.000000,4165,11048,7525,3014
13676,"(51.2221,4.41835)","(51.174,4.37558)",2019-09-23 17:28:04.000000,2019-09-23 17:56:54.000000,4011,26670,2594,6850
13677,"(51.2104,4.38767)","(51.2088,4.40834)",2019-09-23 17:17:35.000000,2019-09-23 17:27:05.000000,2728,65591,107,2041
13679,"(51.1638,4.35336)","(51.2247,4.43659)",2019-09-23 17:50:40.000000,2019-09-23 18:32:02.000000,1172,7152,7421,2770
13680,"(51.2276,4.43921)","(51.1728,4.40521)",2019-09-23 17:03:50.000000,2019-09-23 17:26:26.000000,1241,35858,261,7470
1029797,"(51.2229,4.40622)","(51.2333,4.40311)",2019-09-22 08:32:45.000000,2019-09-22 08:36:25.000000,3391,55882,1111,4092
1029798,"(51.2192,4.46007)","(51.2221,4.41835)",2019-09-22 08:48:10.000000,2019-09-22 09:00:39.000000,1914,24299,4508,2594
1029799,"(51.167,4.38213)","(51.2182,4.40617)",2019-09-22 08:53:04.000000,2019-09-22 09:16:18.000000,619,56584,6949,2478
1029800,"(51.2174,4.37791)","(51.2078,4.39439)",2019-09-22 08:34:08.000000,2019-09-22 08:39:31.000000,3517,57309,6881,1974
1029801,"(51.2221,4.41835)","(51.2276,4.43921)",2019-09-22 08:56:32.000000,2019-09-22 09:03:42.000000,315,21029,2609,256
1029802,"(51.2117,4.43779)","(51.2155,4.42551)",2019-09-22 08:39:31.000000,2019-09-22 08:42:56.000000,2593,69089,2169,1046
1029803,"(51.2055,4.39933)","(51.2078,4.46528)",2019-09-22 08:58:35.000000,2019-09-22 09:18:45.000000,429,29373,3386,4773
1029804,"(51.1683,4.40557)","(51.2182,4.40617)",2019-09-22 08:09:20.000000,2019-09-22 08:28:31.000000,5395,37532,7395,2471
1029805,"(51.1672,4.35344)","(51.2229,4.40622)",2019-09-22 08:12:36.000000,2019-09-22 08:35:49.000000,4091,20571,6757,1129
1029806,"(51.1744,4.40334)","(51.2333,4.40311)",2019-09-22 08:05:14.000000,2019-09-22 08:21:08.000000,4061,57795,5631,4104
1029807,"(51.2269,4.40543)","(51.1859,4.42338)",2019-09-22 08:35:32.000000,2019-09-22 08:47:48.000000,3648,28849,2922,5399
1029808,"(51.1933,4.43703)","(51.2077,4.39846)",2019-09-22 08:56:19.000000,2019-09-22 09:13:48.000000,3907,5969,5172,1962
1029809,"(51.2038,4.44423)","(51.2195,4.41169)",2019-09-22 08:03:03.000000,2019-09-22 08:13:54.000000,1439,69803,4901,164
1029810,"(51.2205,4.4692)","(51.2088,4.38734)",2019-09-22 08:41:14.000000,2019-09-22 09:14:26.000000,1047,61614,4561,2013
1029811,"(51.2011,4.439)","(51.228,4.41899)",2019-09-22 08:02:17.000000,2019-09-22 08:12:26.000000,3451,46897,4941,805
1029812,"(51.1994,4.39013)","(51.2553,4.43578)",2019-09-22 08:07:45.000000,2019-09-22 08:39:11.000000,985,71809,129,3709
1029813,"(51.2333,4.40311)","(51.2011,4.439)",2019-09-22 08:46:23.000000,2019-09-22 09:00:27.000000,4110,60029,4119,4947
1029814,"(51.2186,4.43056)","(51.2217,4.42071)",2019-09-22 08:50:25.000000,2019-09-22 08:53:26.000000,146,72690,2521,2659
1029815,"(51.2313,4.39162)","(51.2123,4.40364)",2019-09-22 08:41:28.000000,2019-09-22 08:47:40.000000,1778,10550,455,3137
1029816,"(51.2297,4.40572)","(51.2299,4.43167)",2019-09-22 08:43:56.000000,2019-09-22 08:50:51.000000,1970,35354,583,3103
1029817,"(51.228,4.40221)","(51.2221,4.41835)",2019-09-22 08:13:08.000000,2019-09-22 08:19:23.000000,851,64206,2892,2608
1029818,"(51.2083,4.44595)","(51.2016,4.42358)",2019-09-22 08:13:43.000000,2019-09-22 08:24:06.000000,563,25011,4843,1017
1029819,"(51.1772,4.37486)","(51.2211,4.39678)",2019-09-22 08:07:59.000000,2019-09-22 08:25:04.000000,5775,54846,7132,2620
1029820,"(51.2467,4.44015)","(51.2354,4.4271)",2019-09-22 08:40:23.000000,2019-09-22 08:45:14.000000,602,22574,3885,4199
1029821,"(51.2201,4.43269)","(51.2123,4.40364)",2019-09-22 08:30:26.000000,2019-09-22 08:41:05.000000,1272,59042,3121,3152
1029822,"(51.211,4.40724)","(51.2334,4.38254)",2019-09-22 08:33:45.000000,2019-09-22 08:45:45.000000,3526,78080,2146,394
1029823,"(51.2311,4.38585)","(51.2333,4.41391)",2019-09-22 08:20:25.000000,2019-09-22 08:29:19.000000,4047,70894,422,4060
1029824,"(51.2345,4.40955)","(51.2448,4.41434)",2019-09-22 08:44:50.000000,2019-09-22 08:49:48.000000,3659,53797,4145,3599
1029825,"(51.1638,4.35336)","(51.2228,4.42426)",2019-09-22 08:29:53.000000,2019-09-22 09:09:55.000000,2794,53629,7422,2707
1029826,"(51.1771,4.39972)","(51.179,4.39048)",2019-09-22 08:32:30.000000,2019-09-22 08:36:03.000000,5628,48589,5687,6431
1029827,"(51.2229,4.40622)","(51.213,4.42176)",2019-09-22 08:35:15.000000,2019-09-22 08:41:56.000000,5314,14927,1107,2245
1029828,"(51.1906,4.38893)","(51.2221,4.40467)",2019-09-22 08:30:13.000000,2019-09-22 08:44:27.000000,290,40958,6275,2686
1029829,"(51.1971,4.4103)","(51.2119,4.39894)",2019-09-22 08:16:15.000000,2019-09-22 08:23:25.000000,1326,53409,1663,2184
1029831,"(51.1735,4.35219)","(51.2036,4.42548)",2019-09-22 08:06:12.000000,2019-09-22 08:33:55.000000,5625,37491,6037,6594
1029832,"(51.2294,4.41127)","(51.2078,4.46528)",2019-09-22 08:29:53.000000,2019-09-22 08:51:00.000000,1399,59510,2990,4763
1029834,"(51.2047,4.38766)","(51.2281,4.41173)",2019-09-22 08:15:45.000000,2019-09-22 08:24:45.000000,5657,49028,1916,2816
1029835,"(51.2186,4.43056)","(51.1728,4.40521)",2019-09-22 08:39:55.000000,2019-09-22 08:54:43.000000,25,42999,2537,7449
1029836,"(51.1772,4.37486)","(51.2165,4.39375)",2019-09-22 08:51:53.000000,2019-09-22 09:09:47.000000,3667,76407,7120,1478
1029837,"(51.1984,4.4022)","(51.2224,4.43004)",2019-09-22 08:16:27.000000,2019-09-22 08:27:42.000000,3633,29352,1436,772
1029838,"(51.2062,4.38336)","(51.2281,4.40573)",2019-09-22 08:05:38.000000,2019-09-22 08:14:51.000000,1883,44118,7532,2935
1029839,"(51.2078,4.46528)","(51.2251,4.46613)",2019-09-22 08:19:33.000000,2019-09-22 08:24:37.000000,3495,12206,4784,4417
1029840,"(51.1951,4.41752)","(51.2125,4.40924)",2019-09-22 08:22:06.000000,2019-09-22 08:27:17.000000,778,40991,1641,707
1029842,"(51.2142,4.4162)","(51.2179,4.41777)",2019-09-22 08:49:39.000000,2019-09-22 08:51:08.000000,4078,32289,2332,976
1029844,"(51.2047,4.39625)","(51.1721,4.33814)",2019-09-22 08:23:45.000000,2019-09-22 08:46:26.000000,396,54213,125,6654
1029845,"(51.2177,4.42062)","(51.2195,4.41169)",2019-09-22 08:50:36.000000,2019-09-22 08:53:17.000000,4156,59372,2461,172
1029848,"(51.2187,4.40066)","(51.2008,4.39808)",2019-09-22 08:24:08.000000,2019-09-22 08:29:35.000000,33,22960,73,1152
1029849,"(51.1941,4.39304)","(51.1985,4.39071)",2019-09-22 08:18:42.000000,2019-09-22 08:20:22.000000,2554,78247,6233,1678
1029850,"(51.2011,4.43401)","(51.2281,4.40573)",2019-09-22 08:26:45.000000,2019-09-22 08:43:57.000000,5680,46114,855,2953
1029851,"(51.2195,4.41169)","(51.2171,4.40888)",2019-09-22 08:54:20.000000,2019-09-22 08:55:22.000000,1439,64454,164,2419
1029852,"(51.2311,4.41267)","(51.2163,4.43352)",2019-09-22 08:10:34.000000,2019-09-22 08:20:51.000000,1717,64413,567,1288
1029853,"(51.2099,4.42248)","(51.2281,4.41173)",2019-09-22 08:21:40.000000,2019-09-22 08:29:24.000000,5598,38201,202,2809
1029854,"(51.2299,4.43167)","(51.2012,4.40224)",2019-09-22 08:41:20.000000,2019-09-22 08:55:58.000000,628,19356,3114,1797
1029855,"(51.2216,4.4005)","(51.2034,4.43677)",2019-09-22 08:04:55.000000,2019-09-22 08:16:08.000000,590,12005,613,876
1029857,"(51.2291,4.42473)","(51.1865,4.40427)",2019-09-22 08:40:27.000000,2019-09-22 08:53:21.000000,116,51432,2981,5487
1029858,"(51.2254,4.4184)","(51.213,4.42176)",2019-09-22 08:57:02.000000,2019-09-22 09:00:28.000000,2677,25697,2785,2250
1029860,"(51.25,4.4209)","(51.2186,4.43056)",2019-09-22 08:04:32.000000,2019-09-22 08:17:26.000000,402,20900,3537,2531
1029861,"(51.1994,4.39013)","(51.2201,4.38179)",2019-09-22 08:32:39.000000,2019-09-22 08:38:45.000000,4104,10609,139,516
1029862,"(51.2221,4.41835)","(51.2241,4.43214)",2019-09-22 08:48:35.000000,2019-09-22 08:53:43.000000,211,66084,2603,238
1029863,"(51.2272,4.42228)","(51.2016,4.42358)",2019-09-22 08:09:54.000000,2019-09-22 08:19:36.000000,2712,68758,1538,1042
1029864,"(51.2088,4.38734)","(51.2141,4.39792)",2019-09-22 08:29:40.000000,2019-09-22 08:33:17.000000,554,1744,2019,811
1029865,"(51.1754,4.41894)","(51.2183,4.41409)",2019-09-22 08:18:40.000000,2019-09-22 08:34:47.000000,5614,62046,7191,2519
1029866,"(51.2512,4.4373)","(51.2282,4.41337)",2019-09-22 08:58:48.000000,2019-09-22 09:07:54.000000,591,12112,3757,655
1029867,"(51.2041,4.46765)","(51.206,4.39297)",2019-09-22 08:48:58.000000,2019-09-22 09:23:18.000000,1936,69343,5094,728
1029868,"(51.2288,4.47866)","(51.2318,4.42699)",2019-09-22 08:56:55.000000,2019-09-22 09:11:52.000000,4137,18383,4376,3094
1029869,"(51.2019,4.39835)","(51.2311,4.38585)",2019-09-22 08:57:02.000000,2019-09-22 09:06:31.000000,1751,71471,3365,415
1029870,"(51.2291,4.42473)","(51.2261,4.42638)",2019-09-22 08:07:04.000000,2019-09-22 08:08:06.000000,3500,23231,2982,6546
1029872,"(51.2038,4.42077)","(51.2099,4.42248)",2019-09-22 08:03:59.000000,2019-09-22 08:06:43.000000,2578,33857,1402,199
1029873,"(51.1876,4.4351)","(51.1721,4.33814)",2019-09-22 08:37:21.000000,2019-09-22 09:13:41.000000,3932,45130,5307,6649
1029874,"(51.2422,4.44252)","(51.1938,4.40228)",2019-09-22 08:37:05.000000,2019-09-22 09:03:05.000000,5582,3961,3989,3176
1029875,"(51.2191,4.3949)","(51.1938,4.40228)",2019-09-22 08:56:31.000000,2019-09-22 09:07:05.000000,3749,37112,2570,3195
1029876,"(51.238,4.40977)","(51.1749,4.35996)",2019-09-22 11:22:54.000000,2019-09-22 11:57:11.000000,890,76406,6484,7055
1029877,"(51.2229,4.40622)","(51.1994,4.39013)",2019-09-22 11:20:34.000000,2019-09-22 11:30:35.000000,7,27624,1131,128
1029878,"(51.2034,4.39221)","(51.211,4.40724)",2019-09-22 11:21:58.000000,2019-09-22 11:27:26.000000,1227,74847,1868,2153
1029879,"(51.2033,4.3889)","(51.2187,4.40066)",2019-09-22 11:08:20.000000,2019-09-22 11:13:37.000000,2774,12490,3454,88
1029880,"(51.2305,4.40769)","(51.2217,4.42071)",2019-09-22 11:45:06.000000,2019-09-22 11:50:16.000000,1194,18013,4190,2664
1029881,"(51.1984,4.4022)","(51.2262,4.40961)",2019-09-22 11:09:38.000000,2019-09-22 11:18:21.000000,1647,46045,1425,2859
1029883,"(51.2201,4.43269)","(51.2082,4.42433)",2019-09-22 11:14:05.000000,2019-09-22 11:20:24.000000,3678,51138,3116,1993
1029884,"(51.2243,4.39907)","(51.2092,4.40293)",2019-09-22 11:38:40.000000,2019-09-22 11:44:40.000000,1524,37365,2723,2078
1029886,"(51.2145,4.44373)","(51.2224,4.43004)",2019-09-22 11:11:20.000000,2019-09-22 11:17:48.000000,5297,47016,3059,765
1029888,"(51.1825,4.34811)","(51.2314,4.40357)",2019-09-22 11:44:32.000000,2019-09-22 12:13:48.000000,1098,57214,5943,558
1029889,"(51.2016,4.42358)","(51.2228,4.42426)",2019-09-22 11:38:34.000000,2019-09-22 11:45:20.000000,4089,22567,1013,2715
1029890,"(51.2008,4.39808)","(51.2034,4.39221)",2019-09-22 11:53:54.000000,2019-09-22 11:55:49.000000,846,38620,1145,1858
1029892,"(51.2078,4.46528)","(51.2078,4.46528)",2019-09-22 11:35:48.000000,2019-09-22 11:35:48.000000,1123,58614,4778,4784
1029893,"(51.1683,4.40557)","(51.2016,4.42358)",2019-09-22 11:07:13.000000,2019-09-22 11:18:29.000000,3485,65803,7368,1016
1029894,"(51.2564,4.44715)","(51.2016,4.42358)",2019-09-22 11:29:28.000000,2019-09-22 11:46:29.000000,42,52558,3676,1029
1029895,"(51.2228,4.42426)","(51.209,4.4377)",2019-09-22 11:56:44.000000,2019-09-22 12:04:38.000000,1050,60699,2718,1766
1029896,"(51.2333,4.40311)","(51.213,4.42176)",2019-09-22 11:07:03.000000,2019-09-22 11:17:22.000000,1690,30589,4121,2219
1029898,"(51.1682,4.39444)","(51.2173,4.42017)",2019-09-22 11:12:21.000000,2019-09-22 11:27:17.000000,831,7197,5725,3210
1029899,"(51.2251,4.41206)","(51.2297,4.40572)",2019-09-22 11:46:15.000000,2019-09-22 11:48:25.000000,5292,77513,2738,603
1029900,"(51.2183,4.41409)","(51.2305,4.40769)",2019-09-22 11:09:07.000000,2019-09-22 11:15:26.000000,101,2864,2496,4193
1029901,"(51.2046,4.41057)","(51.2008,4.39421)",2019-09-22 11:28:06.000000,2019-09-22 11:32:40.000000,634,47962,1881,1731
1029902,"(51.2018,4.40607)","(51.248,4.43302)",2019-09-22 11:21:47.000000,2019-09-22 11:44:18.000000,4025,25054,1803,3847
1029903,"(51.2046,4.41057)","(51.2043,4.46124)",2019-09-22 11:03:52.000000,2019-09-22 11:20:29.000000,1530,62580,1889,7216
1029905,"(51.1933,4.43703)","(51.2183,4.41409)",2019-09-22 11:33:52.000000,2019-09-22 11:47:46.000000,1810,69166,5155,2506
1029906,"(51.2297,4.40572)","(51.2171,4.40888)",2019-09-22 11:08:32.000000,2019-09-22 11:12:22.000000,3823,519,598,2429
1029907,"(51.2054,4.41352)","(51.2068,4.47132)",2019-09-22 11:58:02.000000,2019-09-22 12:16:31.000000,1666,35065,1409,4797
1029911,"(51.1994,4.39013)","(51.2011,4.439)",2019-09-22 11:33:22.000000,2019-09-22 11:47:21.000000,3934,17531,141,4941
1029912,"(51.2036,4.42548)","(51.2216,4.40268)",2019-09-22 11:44:43.000000,2019-09-22 11:53:22.000000,5310,27848,6573,2636
1029913,"(51.2219,4.41289)","(51.2199,4.36992)",2019-09-22 11:35:53.000000,2019-09-22 11:51:36.000000,254,420,1515,7007
1029914,"(51.213,4.42176)","(51.2099,4.42248)",2019-09-22 11:10:19.000000,2019-09-22 11:11:29.000000,1461,2484,2217,216
1029915,"(51.2564,4.44715)","(51.2313,4.421)",2019-09-22 11:07:48.000000,2019-09-22 11:17:32.000000,3430,1027,3680,3249
1029916,"(51.2095,4.45816)","(51.1994,4.39013)",2019-09-22 11:43:14.000000,2019-09-22 12:08:17.000000,4125,29447,4717,132
1029917,"(51.1831,4.42431)","(51.213,4.42164)",2019-09-22 11:24:55.000000,2019-09-22 11:36:28.000000,2674,14295,5446,1199
1029918,"(51.2229,4.40622)","(51.2145,4.44373)",2019-09-22 11:16:32.000000,2019-09-22 11:30:17.000000,293,3735,1132,3055
1029919,"(51.1758,4.41283)","(51.1683,4.40557)",2019-09-22 11:04:11.000000,2019-09-22 11:07:01.000000,5565,34047,5561,7383
1029920,"(51.2354,4.4271)","(51.2179,4.41777)",2019-09-22 11:50:05.000000,2019-09-22 11:57:44.000000,5739,50190,4209,977
1029921,"(51.2269,4.40543)","(51.2195,4.41169)",2019-09-22 11:58:08.000000,2019-09-22 12:00:48.000000,1676,5045,2910,166
1029923,"(51.1985,4.39071)","(51.2062,4.38336)",2019-09-22 11:21:41.000000,2019-09-22 11:25:34.000000,229,13770,1684,7512
1029924,"(51.2221,4.41835)","(51.2221,4.41835)",2019-09-22 11:46:54.000000,2019-09-22 11:46:54.000000,3791,68893,2596,2599
1029925,"(51.2078,4.46528)","(51.2155,4.42551)",2019-09-22 11:11:51.000000,2019-09-22 11:23:38.000000,3744,10382,4774,1071
1029926,"(51.2173,4.42017)","(51.2088,4.38734)",2019-09-22 11:07:04.000000,2019-09-22 11:16:42.000000,484,55415,3221,2018
1029927,"(51.2299,4.43167)","(51.2117,4.43779)",2019-09-22 11:56:23.000000,2019-09-22 12:02:22.000000,1970,35038,3103,2169
1029928,"(51.2299,4.41942)","(51.2058,4.39879)",2019-09-22 11:53:22.000000,2019-09-22 12:02:05.000000,2616,50551,3020,1454
1029929,"(51.2311,4.41267)","(51.2036,4.42548)",2019-09-22 11:31:58.000000,2019-09-22 11:40:44.000000,1043,53774,566,6599
1029930,"(51.2062,4.38336)","(51.2055,4.39933)",2019-09-22 11:26:31.000000,2019-09-22 11:33:21.000000,893,6189,7527,3391
1029931,"(51.2195,4.41169)","(51.2033,4.3889)",2019-09-22 11:39:43.000000,2019-09-22 11:47:05.000000,1676,61938,166,3448
1029933,"(51.1994,4.39013)","(51.1779,4.42308)",2019-09-22 11:53:45.000000,2019-09-22 12:08:34.000000,4157,72325,142,5536
1029935,"(51.2297,4.40572)","(51.2036,4.42548)",2019-09-22 11:24:53.000000,2019-09-22 11:33:49.000000,1463,60280,578,6590
1029936,"(51.2191,4.3949)","(51.2318,4.42699)",2019-09-22 11:33:43.000000,2019-09-22 11:45:18.000000,2773,50855,2589,3071
1029937,"(51.2174,4.42002)","(51.2012,4.40224)",2019-09-22 11:45:31.000000,2019-09-22 11:54:01.000000,2680,2520,1367,1800
1029938,"(51.2314,4.40357)","(51.2318,4.42699)",2019-09-22 11:23:59.000000,2019-09-22 11:31:50.000000,5387,66956,536,3066
1029940,"(51.1772,4.37486)","(51.228,4.41899)",2019-09-22 11:15:28.000000,2019-09-22 11:43:16.000000,3750,6264,7112,807
1029941,"(51.2011,4.439)","(51.1979,4.42541)",2019-09-22 11:09:49.000000,2019-09-22 11:15:27.000000,928,52637,4936,1225
1029942,"(51.2269,4.40543)","(51.1975,4.4596)",2019-09-22 11:19:25.000000,2019-09-22 11:37:44.000000,3921,3732,2934,5065
1029943,"(51.2153,4.41198)","(51.2229,4.40622)",2019-09-22 11:45:49.000000,2019-09-22 11:49:43.000000,3519,2832,2320,1112
1029944,"(51.1985,4.39071)","(51.2033,4.3889)",2019-09-22 11:32:33.000000,2019-09-22 11:34:37.000000,874,33053,1696,3421
1029945,"(51.2135,4.40496)","(51.1994,4.39013)",2019-09-22 11:39:12.000000,2019-09-22 11:46:51.000000,636,32897,2259,152
1029946,"(51.2243,4.39907)","(51.2182,4.41238)",2019-09-22 11:58:53.000000,2019-09-22 12:03:59.000000,4192,40775,2733,43
1029947,"(51.1825,4.34811)","(51.2545,4.44175)",2019-09-22 11:16:27.000000,2019-09-22 11:51:49.000000,2628,35947,5951,7349
1029948,"(51.2259,4.4708)","(51.2018,4.40607)",2019-09-22 12:00:00.000000,2019-09-22 12:18:38.000000,1410,,7237,1801
1029950,"(51.2259,4.4708)","(51.2018,4.40607)",2019-09-22 12:00:00.000000,2019-09-22 12:23:48.000000,1154,,7240,1803
1029951,"(51.2259,4.4708)","(51.2018,4.40607)",2019-09-22 12:00:00.000000,2019-09-22 12:19:50.000000,5399,,7241,1804
1029952,"(51.2259,4.4708)","(51.2018,4.40607)",2019-09-22 12:00:00.000000,2019-09-22 12:25:46.000000,1220,,7242,1805
1029953,"(51.2259,4.4708)","(51.2018,4.40607)",2019-09-22 12:00:00.000000,2019-09-22 12:22:47.000000,5678,,7243,1806
